participant,groupe,block,Augend,Addend,Response,True,accuracy,rt
33,1,0,C,2,F,t+1,0,"2,64756469998974"
33,1,0,I,5,O,t+1,1,"7,42206339997938"
33,1,0,F,2,H,t,1,"3,17613750003511"
33,1,0,C,4,H,t+1,1,"4,46526919997996"
33,1,0,C,5,H,t,1,"0,95261209999444"
33,1,0,F,5,L,t+1,1,"10,0338273000089"
33,1,0,C,3,F,t,1,"2,64316720003262"
33,1,1,C,4,G,t,1,"4,06712730001891"
33,1,1,C,3,G,t+1,1,"1,4815703999484"
33,1,1,C,5,I,t+1,1,"7,36721579998266"
33,1,1,I,4,M,t,1,"5,27381320000859"
33,1,1,I,2,L,t+1,1,"2,28088380000554"
33,1,1,F,4,K,t+1,1,"5,45399250002811"
33,1,1,C,2,E,t,1,"3,15672670002095"
33,1,1,F,2,I,t+1,1,"3,21597729995847"
33,1,1,F,3,I,t,1,"0,791779699968174"
33,1,1,I,3,M,t+1,1,"3,86360320000677"
33,1,1,I,5,N,t,1,"1,27088780002669"
33,1,1,F,5,K,t,1,"5,61916579998797"
33,1,1,C,4,H,t+1,1,"3,74012099998072"
33,1,1,I,4,N,t+1,1,"6,42349519999698"
33,1,1,I,3,L,t,1,"2,64854070002912"
33,1,1,C,5,H,t,1,"4,11898179998389"
33,1,1,F,3,J,t+1,1,"3,91572539997287"
33,1,1,I,2,K,t,1,"3,23143430001801"
33,1,1,F,5,L,t+1,1,"7,13479919999372"
33,1,1,F,2,H,t,1,"2,57985599996755"
33,1,1,C,2,F,t+1,1,"2,35683560004691"
33,1,1,F,4,J,t,1,"3,29529280000133"
33,1,1,I,5,O,t+1,0,"5,38021860003937"
33,1,1,C,3,F,t,1,"4,10318490001373"
33,1,1,I,4,M,t,1,"4,57980230002431"
33,1,1,I,5,N,t,1,"0,789700900029857"
33,1,1,C,4,G,t,1,"3,25424730003579"
33,1,1,C,2,E,t,1,"2,02892280003289"
33,1,1,F,5,K,t,1,"5,40380789997289"
33,1,1,F,4,K,t+1,1,"1,78917309996905"
33,1,1,I,2,L,t+1,1,"4,58976589998929"
33,1,1,F,2,I,t+1,1,"3,1911086999462"
33,1,1,C,5,I,t+1,1,"4,76866280002287"
33,1,1,C,3,G,t+1,1,"2,50729059998412"
33,1,1,I,3,M,t+1,1,"5,89452450000681"
33,1,1,F,3,I,t,1,"2,84539999999106"
33,1,1,C,2,F,t+1,1,"2,97982649999904"
33,1,1,C,3,F,t,1,"1,66964139998891"
33,1,1,I,4,N,t+1,1,"6,26668990001781"
33,1,1,C,4,H,t+1,1,"3,9457481999998"
33,1,1,C,5,H,t,1,"1,50107170001138"
33,1,1,F,2,H,t,1,"4,51266549999127"
33,1,1,I,2,K,t,1,"2,59798919997411"
33,1,1,F,5,L,t+1,1,"5,38322690001223"
33,1,1,F,4,J,t,1,"4,929106399999"
33,1,1,I,3,L,t,1,"3,90050099999644"
33,1,1,I,5,O,t+1,1,"3,42568609997397"
33,1,1,F,3,J,t+1,1,"4,34598929999629"
33,1,1,F,5,K,t,1,"1,62080429994967"
33,1,1,C,3,G,t+1,1,"2,21241580002243"
33,1,1,I,5,N,t,1,"5,54043319995981"
33,1,1,F,4,K,t+1,1,"5,00063300004695"
33,1,1,F,3,I,t,0,"4,24172940000426"
33,1,1,F,2,I,t+1,1,"3,37653170002159"
33,1,1,C,5,I,t+1,1,"5,442555000016"
33,1,1,I,2,L,t+1,1,"4,70631679997314"
33,1,1,C,2,E,t,1,"3,36756409995724"
33,1,1,I,4,M,t,1,"4,79340229998343"
33,1,1,I,3,M,t+1,1,"1,93108569999458"
33,1,1,C,4,G,t,1,"2,99028100003488"
33,1,1,I,2,K,t,1,"2,60754830000224"
33,1,1,C,5,H,t,1,"3,70364799996605"
33,1,1,C,2,F,t+1,1,"3,47631790000014"
33,1,1,C,3,F,t,1,"1,17834430001676"
33,1,1,F,3,J,t+1,1,"3,08336140000029"
33,1,1,C,4,H,t+1,1,"5,16021790000377"
33,1,1,F,4,J,t,1,"6,83533290005289"
33,1,1,I,4,N,t+1,0,"6,39538980001817"
33,1,1,I,3,L,t,1,"3,51826670003356"
33,1,1,F,2,H,t,1,"3,16925060003996"
33,1,1,F,5,L,t+1,1,"5,86715369997546"
33,1,1,I,5,O,t+1,1,"6,634413999971"
33,1,2,F,5,L,t+1,1,"8,52788289997261"
33,1,2,I,5,O,t+1,1,"4,67016270000022"
33,1,2,F,3,J,t+1,1,"4,42819150001742"
33,1,2,I,3,L,t,1,"3,67635760002304"
33,1,2,F,2,H,t,1,"4,35373420000542"
33,1,2,C,4,H,t+1,1,"3,50061560003087"
33,1,2,I,4,N,t+1,1,"3,84095380001236"
33,1,2,C,3,F,t,1,"2,27295670000603"
33,1,2,C,5,H,t,1,"7,72584239998832"
33,1,2,F,4,J,t,1,"3,82725819997722"
33,1,2,I,2,K,t,0,"4,71558779996121"
33,1,2,C,2,F,t+1,1,"5,11176559998421"
33,1,2,F,4,K,t+1,1,"4,24437770002987"
33,1,2,F,3,I,t,1,"4,72399089997634"
33,1,2,I,2,L,t+1,1,"3,76815090002492"
33,1,2,C,3,G,t+1,1,"3,5307002000045"
33,1,2,F,2,I,t+1,1,"2,67887530004373"
33,1,2,I,5,N,t,1,"4,25232209998649"
33,1,2,C,5,I,t+1,1,"4,67472269997234"
33,1,2,I,4,M,t,1,"3,57757319998927"
33,1,2,F,5,K,t,1,"5,45054860005621"
33,1,2,C,2,E,t,1,"2,02582539996365"
33,1,2,C,4,G,t,1,"3,16214550001314"
33,1,2,I,3,M,t+1,1,"2,3883675999823"
33,1,2,I,2,K,t,1,"1,80513519997476"
33,1,2,F,2,H,t,1,"1,87653940002201"
33,1,2,C,4,H,t+1,1,"2,70591599994805"
33,1,2,F,4,J,t,1,"3,11829010001384"
33,1,2,F,3,J,t+1,1,"1,52983860002132"
33,1,2,I,5,O,t+1,1,"6,75766480003949"
33,1,2,F,5,L,t+1,1,"5,17697989998851"
33,1,2,I,4,N,t+1,1,"6,76374480000231"
33,1,2,C,2,F,t+1,1,"2,75900800002273"
33,1,2,I,3,L,t,1,"4,82557609997457"
33,1,2,C,3,F,t,1,"2,65035449998686"
33,1,2,C,5,H,t,1,"7,08044570003403"
33,1,2,F,4,K,t+1,1,"4,75126360001741"
33,1,2,C,5,I,t+1,1,"3,83361030003289"
33,1,2,F,2,I,t+1,1,"3,72918599995319"
33,1,2,F,5,K,t,1,"4,95725979999406"
33,1,2,C,4,G,t,1,"3,96793199999956"
33,1,2,F,3,I,t,1,"3,0823086000164"
33,1,2,I,3,M,t+1,1,"3,42389999999432"
33,1,2,I,2,L,t+1,1,"2,63180370000191"
33,1,2,C,3,G,t+1,1,"2,43923620000714"
33,1,2,I,4,M,t,1,"3,89396379998652"
33,1,2,C,2,E,t,1,"2,35593820002396"
33,1,2,I,5,N,t,1,"6,62215840001591"
33,1,2,C,3,F,t,1,"2,03082989994437"
33,1,2,C,5,H,t,1,"4,1502151999739"
33,1,2,I,4,N,t+1,1,"1,71339920000173"
33,1,2,F,2,H,t,1,"2,10955679998733"
33,1,2,I,3,L,t,1,"3,85659779998241"
33,1,2,C,2,F,t+1,1,"1,86356889997842"
33,1,2,F,4,J,t,1,"3,45330610004021"
33,1,2,I,5,O,t+1,1,"4,59599980001804"
33,1,2,F,3,J,t+1,1,"4,32584519998636"
33,1,2,I,2,K,t,1,"1,78652470000088"
33,1,2,F,5,L,t+1,0,"5,17081650003092"
33,1,2,C,4,H,t+1,1,"7,43725139996968"
33,1,2,F,2,I,t+1,1,"2,06973589997506"
33,1,2,F,3,I,t,1,"2,30662390001817"
33,1,2,I,4,M,t,1,"3,03911060001701"
33,1,2,C,4,G,t,1,"4,89464620000217"
33,1,2,I,5,N,t,1,"2,8915263999952"
33,1,2,F,4,K,t+1,1,"5,28115809999872"
33,1,2,C,3,G,t+1,1,"2,74341029999778"
33,1,2,F,5,K,t,1,"4,26684130000649"
33,1,2,I,2,L,t+1,1,"3,40861360001145"
33,1,2,I,3,M,t+1,1,"4,26479570002994"
33,1,2,C,2,E,t,1,"1,52755509997951"
33,1,2,C,5,I,t+1,1,"1,9947251000558"
33,1,3,F,4,K,t+1,1,"5,12519160000375"
33,1,3,I,2,L,t+1,1,"2,52169219998177"
33,1,3,C,2,E,t,1,"1,21248330001254"
33,1,3,C,4,G,t,1,"3,06896339997184"
33,1,3,I,3,M,t+1,1,"2,70692899997812"
33,1,3,C,5,I,t+1,1,"1,91031070001191"
33,1,3,I,5,N,t,1,"3,49097889999393"
33,1,3,F,5,K,t,1,"3,80842180002946"
33,1,3,I,4,M,t,1,"1,7209051999962"
33,1,3,F,2,I,t+1,1,"2,13952339999378"
33,1,3,C,3,G,t+1,1,"1,44639940001071"
33,1,3,F,3,I,t,1,"2,12504820001777"
33,1,3,F,5,L,t+1,1,"5,06500670005335"
33,1,3,F,4,J,t,1,"6,57612710003741"
33,1,3,I,3,L,t,1,"4,01013949996559"
33,1,3,F,2,H,t,1,"1,57923050003592"
33,1,3,F,3,J,t+1,1,"2,08409740001662"
33,1,3,I,4,N,t+1,0,"3,06581770000048"
33,1,3,I,2,K,t,1,"2,90361759997904"
33,1,3,C,2,F,t+1,1,"1,61991510004737"
33,1,3,C,5,H,t,1,"3,93990479997592"
33,1,3,C,4,H,t+1,1,"1,25441190000856"
33,1,3,I,5,O,t+1,1,"2,43619659997057"
33,1,3,C,3,F,t,1,"2,58778830000665"
33,1,3,F,4,K,t+1,1,"3,72453629999654"
33,1,3,C,4,G,t,1,"4,31244369997876"
33,1,3,I,5,N,t,1,"2,02064620004967"
33,1,3,F,2,I,t+1,1,"3,06900809996296"
33,1,3,F,5,K,t,1,"5,14571219997015"
33,1,3,I,4,M,t,1,"1,59798039996531"
33,1,3,C,2,E,t,1,"1,44684230000712"
33,1,3,C,3,G,t+1,1,"1,81332640000619"
33,1,3,I,2,L,t+1,1,"2,37267860001884"
33,1,3,F,3,I,t,1,"2,05480969999917"
33,1,3,I,3,M,t+1,1,"3,31707409996307"
33,1,3,C,5,I,t+1,1,"3,05640619999031"
33,1,3,I,4,N,t+1,1,"2,09457690001"
33,1,3,C,4,H,t+1,1,"9,34774009999819"
33,1,3,F,4,J,t,1,"3,49565230001463"
33,1,3,F,5,L,t+1,1,"1,50134999997681"
33,1,3,I,2,K,t,1,"3,38465630001156"
33,1,3,C,2,F,t+1,1,"1,56261169997742"
33,1,3,I,3,L,t,1,"2,37213819997851"
33,1,3,F,2,H,t,1,"3,7418364000041"
33,1,3,C,5,H,t,1,"3,12870930001373"
33,1,3,F,3,J,t+1,1,"2,540966200002"
33,1,3,I,5,O,t+1,1,"2,64734119997593"
33,1,3,C,3,F,t,1,"1,42259650002234"
33,1,3,C,2,F,t+1,1,"1,00550049997401"
33,1,3,C,3,F,t,1,"1,25335329998052"
33,1,3,I,3,L,t,1,"2,53971849998925"
33,1,3,C,4,H,t+1,1,"3,12645009998232"
33,1,3,I,5,O,t+1,1,"2,1859955000109"
33,1,3,I,4,N,t+1,1,"1,60294790001353"
33,1,3,I,2,K,t,1,"1,57132559997262"
33,1,3,C,5,H,t,1,"3,17175710003357"
33,1,3,F,2,H,t,1,"3,2462133000372"
33,1,3,F,4,J,t,1,"2,24454399995739"
33,1,3,F,3,J,t+1,1,"1,3794351000106"
33,1,3,F,5,L,t+1,1,"2,64504030003445"
33,1,3,C,3,G,t+1,1,"2,41957460000413"
33,1,3,C,4,G,t,1,"0,827150699973572"
33,1,3,F,3,I,t,1,"2,01877620001324"
33,1,3,C,2,E,t,1,"3,39336470002309"
33,1,3,C,5,I,t+1,1,"1,85108170000603"
33,1,3,F,4,K,t+1,1,"8,10461099998793"
33,1,3,I,4,M,t,1,"1,95066000003135"
33,1,3,F,2,I,t+1,1,"1,67269679997116"
33,1,3,F,5,K,t,0,"2,25440879998496"
33,1,3,I,3,M,t+1,1,"2,83711359999143"
33,1,3,I,5,N,t,1,"1,29943359998288"
33,1,3,I,2,L,t+1,1,"2,55981619999511"
34,1,0,F,2,H,t,1,"2,89637540001422"
34,1,0,C,2,F,t+1,1,"2,28509449999547"
34,1,0,F,3,J,t+1,1,"5,30603840004187"
34,1,0,C,5,H,t,1,"5,71135410002898"
34,1,0,C,3,F,t,1,"1,86037880001823"
34,1,0,I,3,L,t,1,"1,69042429997353"
34,1,0,I,4,N,t+1,1,"1,95102110004518"
34,1,0,F,4,J,t,1,"6,19292629999109"
34,1,0,I,5,O,t+1,1,"4,5468530000071"
34,1,0,I,2,K,t,1,"1,3992780999979"
34,1,0,C,4,H,t+1,1,"3,26361240004189"
34,1,0,F,5,L,t+1,1,"4,9344121000031"
34,1,0,C,4,G,t,1,"2,7299500000081"
34,1,0,F,3,I,t,1,"3,02909879997606"
34,1,0,I,2,L,t+1,1,"1,4526579999947"
34,1,0,C,2,E,t,1,"1,5393722000299"
34,1,0,F,4,K,t+1,1,"3,42159969999921"
34,1,0,C,5,I,t+1,1,"3,26936939998996"
34,1,0,I,5,N,t,1,"3,45113560004393"
34,1,0,F,5,K,t,1,"6,93756319995737"
34,1,0,F,2,I,t+1,1,"2,44613420002861"
34,1,0,C,3,G,t+1,0,"2,05272809998132"
34,1,0,I,4,M,t,1,"4,73881579999579"
34,1,0,I,3,M,t+1,1,"3,4630407000077"
34,1,0,I,5,N,t,1,"4,12522059999174"
34,1,0,C,4,G,t,1,"3,03353590000188"
34,1,0,C,2,E,t,1,"1,30449050001334"
34,1,0,C,3,G,t+1,1,"1,7323722000001"
34,1,0,F,4,K,t+1,1,"4,91146959998878"
34,1,0,I,2,L,t+1,1,"1,35642610001378"
34,1,0,F,3,I,t,1,"3,47836550005013"
34,1,0,C,5,I,t+1,1,"4,8839420999866"
34,1,0,I,4,M,t,1,"2,93796750000911"
34,1,0,I,3,M,t+1,1,"2,8365882000071"
34,1,0,F,5,K,t,1,"5,89940140000545"
34,1,0,F,2,I,t+1,1,"2,04940749995876"
34,1,0,C,5,H,t,1,"3,583669500018"
34,1,0,F,2,H,t,1,"3,22519619995728"
34,1,0,I,5,O,t+1,1,"3,85650920000626"
34,1,0,I,4,N,t+1,1,"3,08730579999974"
34,1,0,C,4,H,t+1,1,"3,24449190002633"
34,1,0,C,3,F,t,1,"3,13183680002112"
34,1,0,F,4,J,t,1,"3,91118490003282"
34,1,0,F,5,L,t+1,1,"2,82083139999304"
34,1,0,F,3,J,t+1,1,"3,1480740000261"
34,1,0,C,2,F,t+1,1,"2,52695269999094"
34,1,0,I,2,K,t,1,"1,23453640000662"
34,1,0,I,3,L,t,1,"1,22508239996387"
34,1,0,C,3,G,t+1,1,"1,50446460000239"
34,1,0,F,5,K,t,0,"5,69959540001582"
34,1,0,C,4,G,t,1,"3,19329309999012"
34,1,0,I,5,N,t,1,"3,78682009998011"
34,1,0,F,4,K,t+1,1,"3,17965539998841"
34,1,0,I,3,M,t+1,1,"1,53340630000457"
34,1,0,I,4,M,t,1,"4,06354340002872"
34,1,0,I,2,L,t+1,1,"1,19093499996234"
34,1,0,F,3,I,t,1,"2,91114709997783"
34,1,0,C,2,E,t,1,"1,28398310003104"
34,1,0,F,2,I,t+1,1,"2,64040789997671"
34,1,0,C,5,I,t+1,1,"3,39929039997514"
34,1,0,I,4,N,t+1,1,"2,89528539997991"
34,1,0,C,4,H,t+1,1,"2,90063079999527"
34,1,0,I,3,L,t,1,"1,32052220002515"
34,1,0,I,5,O,t+1,1,"3,87573519995203"
34,1,0,I,2,K,t,1,"1,19397909997497"
34,1,0,C,2,F,t+1,1,"1,24228329997277"
34,1,0,C,3,F,t,1,"2,88091150001856"
34,1,0,C,5,H,t,1,"3,08687080000527"
34,1,0,F,3,J,t+1,1,"2,61191219999455"
34,1,0,F,4,J,t,1,"2,41225180000765"
34,1,0,F,5,L,t+1,1,"1,63653860002523"
34,1,0,F,2,H,t,1,"3,21926009998424"
34,1,1,C,5,H,t,1,"3,995946799987"
34,1,1,C,2,F,t+1,1,"1,51667219999945"
34,1,1,I,3,L,t,1,"1,74482369999168"
34,1,1,I,4,N,t+1,1,"2,35455540003022"
34,1,1,I,2,K,t,1,"1,65373479999835"
34,1,1,F,5,L,t+1,1,"3,69907889998285"
34,1,1,F,3,J,t+1,1,"4,02438610000536"
34,1,1,F,2,H,t,1,"1,93538659997284"
34,1,1,C,4,H,t+1,1,"2,85095069999807"
34,1,1,F,4,J,t,0,"4,64845440001227"
34,1,1,I,5,O,t+1,1,"6,93682669999544"
34,1,1,C,3,F,t,1,"2,14032649999717"
34,1,1,C,2,E,t,1,"1,25595050002448"
34,1,1,C,5,I,t+1,1,"3,10946560004959"
34,1,1,C,4,G,t,1,"1,99364090000745"
34,1,1,I,4,M,t,1,"2,35474840004463"
34,1,1,I,5,N,t,1,"3,55656310002087"
34,1,1,F,4,K,t+1,1,"2,74331819999497"
34,1,1,I,2,L,t+1,1,"1,96186929999385"
34,1,1,F,5,K,t,1,"5,17995649995282"
34,1,1,F,2,I,t+1,1,"1,71109979995526"
34,1,1,I,3,M,t+1,1,"1,79467019997537"
34,1,1,F,3,I,t,1,"4,49080949998461"
34,1,1,C,3,G,t+1,1,"2,16846760001499"
34,1,1,C,3,G,t+1,1,"2,13050709996605"
34,1,1,C,5,I,t+1,1,"2,80537239997648"
34,1,1,I,4,M,t,1,"3,43045500002336"
34,1,1,I,2,L,t+1,1,"1,16580880002584"
34,1,1,F,5,K,t,1,"3,55150549998507"
34,1,1,I,5,N,t,1,"4,01071389997378"
34,1,1,C,4,G,t,1,"2,91448410000885"
34,1,1,F,2,I,t+1,1,"2,20721110003069"
34,1,1,C,2,E,t,1,"1,67917710001348"
34,1,1,F,4,K,t+1,1,"3,34117379999952"
34,1,1,I,3,M,t+1,1,"1,68736090004677"
34,1,1,F,3,I,t,1,"1,58904489997076"
34,1,1,F,3,J,t+1,1,"1,48524449998513"
34,1,1,C,2,F,t+1,1,"1,50605049997103"
34,1,1,I,3,L,t,1,"1,50106999999844"
34,1,1,F,4,J,t,1,"2,14547049999237"
34,1,1,I,5,O,t+1,1,"2,94007159996545"
34,1,1,C,4,H,t+1,1,"2,49555439996766"
34,1,1,C,5,H,t,1,"3,44433329999447"
34,1,1,F,5,L,t+1,1,"5,55527270003222"
34,1,1,I,2,K,t,1,"1,84652039996581"
34,1,1,F,2,H,t,1,"2,22902549995342"
34,1,1,C,3,F,t,1,"1,51663110003574"
34,1,1,I,4,N,t+1,1,"2,07246499997564"
34,1,1,I,3,M,t+1,1,"1,90952960000141"
34,1,1,F,2,I,t+1,1,"1,8338025000412"
34,1,1,C,4,G,t,1,"1,03988080000272"
34,1,1,F,5,K,t,1,"4,82284719997551"
34,1,1,C,2,E,t,1,"1,40656159998616"
34,1,1,C,3,G,t+1,0,"1,36674530000892"
34,1,1,F,3,I,t,1,"5,3603173000156"
34,1,1,I,4,M,t,1,"2,17894120002165"
34,1,1,I,2,L,t+1,1,"2,07591259997571"
34,1,1,C,5,I,t+1,1,"1,17829820001498"
34,1,1,I,5,N,t,1,"4,68312410003273"
34,1,1,F,4,K,t+1,1,"3,58481700002449"
34,1,1,C,2,F,t+1,1,"1,1294844999793"
34,1,1,I,5,O,t+1,1,"3,59661130001769"
34,1,1,F,3,J,t+1,1,"3,05441350000911"
34,1,1,F,2,H,t,1,"1,813081100001"
34,1,1,I,4,N,t+1,1,"2,2766161999898"
34,1,1,F,5,L,t+1,1,"5,68234930001199"
34,1,1,I,2,K,t,1,"1,22414319997188"
34,1,1,C,4,H,t+1,1,"3,04659600002924"
34,1,1,F,4,J,t,1,"2,7825914999703"
34,1,1,C,3,F,t,1,"1,70409449998988"
34,1,1,C,5,H,t,1,"3,09966560004978"
34,1,1,I,3,L,t,1,"1,68019420001656"
34,1,2,I,5,N,t,1,"5,59521670005051"
34,1,2,F,2,I,t+1,1,"1,83656970004085"
34,1,2,C,2,E,t,1,"0,931384399998933"
34,1,2,F,5,K,t,1,"3,42293220001739"
34,1,2,C,4,G,t,1,"0,966409799992107"
34,1,2,C,3,G,t+1,1,"1,3045152000268"
34,1,2,F,4,K,t+1,1,"3,05238750000717"
34,1,2,I,3,M,t+1,1,"1,39404610003112"
34,1,2,I,2,L,t+1,1,"1,0191076999763"
34,1,2,F,3,I,t,1,"1,87388740002643"
34,1,2,C,5,I,t+1,1,"2,27989649999654"
34,1,2,I,4,M,t,1,"2,4289288999862"
34,1,2,F,4,J,t,1,"2,29272460000357"
34,1,2,I,5,O,t+1,1,"3,52139660000103"
34,1,2,C,3,F,t,1,"1,26887839997653"
34,1,2,I,4,N,t+1,1,"2,01813480001874"
34,1,2,C,4,H,t+1,1,"2,23318779998226"
34,1,2,F,3,J,t+1,1,"1,44085090002045"
34,1,2,I,3,L,t,1,"1,43117240001448"
34,1,2,F,5,L,t+1,1,"2,79073369997786"
34,1,2,I,2,K,t,1,"1,51125159999356"
34,1,2,C,2,F,t+1,1,"1,54701370000839"
34,1,2,F,2,H,t,1,"1,13390309998067"
34,1,2,C,5,H,t,1,"3,49605009995867"
34,1,2,I,3,M,t+1,1,"2,05392330000177"
34,1,2,F,3,I,t,1,"1,27509850001661"
34,1,2,C,3,G,t+1,1,"1,36891130002914"
34,1,2,F,5,K,t,1,"2,44157979998272"
34,1,2,I,4,M,t,1,"1,94457819999661"
34,1,2,I,2,L,t+1,1,"1,13136249996023"
34,1,2,C,2,E,t,1,"0,917988099972718"
34,1,2,F,4,K,t+1,1,"1,72092779999366"
34,1,2,F,2,I,t+1,1,"0,997118400002364"
34,1,2,C,5,I,t+1,1,"2,76541230001021"
34,1,2,I,5,N,t,1,"2,35153270000592"
34,1,2,C,4,G,t,1,"0,985567800002173"
34,1,2,C,4,H,t+1,0,"0,794221999996807"
34,1,2,I,2,K,t,1,"1,61043359996984"
34,1,2,F,2,H,t,1,"1,15448089997517"
34,1,2,F,3,J,t+1,1,"1,82828909996897"
34,1,2,I,3,L,t,1,"1,37168129999191"
34,1,2,F,5,L,t+1,1,"2,9640492000035"
34,1,2,F,4,J,t,1,"2,542890599987"
34,1,2,I,5,O,t+1,1,"2,69795080000768"
34,1,2,C,3,F,t,1,"1,37509759998648"
34,1,2,C,5,H,t,1,"2,0238595000119"
34,1,2,I,4,N,t+1,1,"2,03948959999252"
34,1,2,C,2,F,t+1,1,"1,56581950001419"
34,1,2,F,4,K,t+1,1,"3,02353740000399"
34,1,2,F,2,I,t+1,1,"1,46353360003559"
34,1,2,I,5,N,t,0,"2,70998439996038"
34,1,2,C,2,E,t,1,"1,24179979995824"
34,1,2,I,2,L,t+1,1,"1,4803812999744"
34,1,2,F,3,I,t,1,"2,01308329997119"
34,1,2,I,4,M,t,1,"2,03757839999162"
34,1,2,C,5,I,t+1,1,"3,34832980000647"
34,1,2,C,4,G,t,1,"1,28725890000351"
34,1,2,F,5,K,t,1,"2,45172940002522"
34,1,2,C,3,G,t+1,1,"1,50623360002646"
34,1,2,I,3,M,t+1,1,"1,6136017999961"
34,1,2,I,5,O,t+1,1,"2,6295897999662"
34,1,2,C,5,H,t,1,"2,48509450000711"
34,1,2,F,5,L,t+1,1,"3,0264694999787"
34,1,2,I,2,K,t,1,"1,09766850003507"
34,1,2,C,2,F,t+1,1,"1,11049240001012"
34,1,2,C,3,F,t,1,"1,40242560004117"
34,1,2,I,4,N,t+1,1,"1,70587850001175"
34,1,2,C,4,H,t+1,1,"1,64581959997304"
34,1,2,F,2,H,t,1,"1,43727150000632"
34,1,2,F,4,J,t,1,"2,02794770000037"
34,1,2,I,3,L,t,1,"1,86657600000035"
34,1,2,F,3,J,t+1,1,"2,24053309997544"
34,1,3,F,2,I,t+1,1,"1,17642189998878"
34,1,3,I,3,M,t+1,1,"1,02637940004934"
34,1,3,C,3,G,t+1,1,"1,34481550002238"
34,1,3,I,2,L,t+1,1,"0,971910599968396"
34,1,3,I,4,M,t,1,"2,17290169995977"
34,1,3,C,2,E,t,1,"1,0622643000097"
34,1,3,F,5,K,t,1,"2,1242959999945"
34,1,3,C,4,G,t,1,"1,79146169999149"
34,1,3,F,4,K,t+1,1,"2,47944929997902"
34,1,3,F,3,I,t,1,"1,5814155000262"
34,1,3,I,5,N,t,1,"2,07046650000848"
34,1,3,C,5,I,t+1,1,"2,58761369995773"
34,1,3,I,5,O,t+1,1,"2,74073479999788"
34,1,3,I,4,N,t+1,1,"2,5195090000052"
34,1,3,C,4,H,t+1,1,"2,33104130002903"
34,1,3,F,3,J,t+1,1,"1,49538649996975"
34,1,3,I,3,L,t,1,"1,60405649995664"
34,1,3,C,3,F,t,1,"1,58781240001554"
34,1,3,F,4,J,t,1,"2,5404383999994"
34,1,3,F,2,H,t,1,"2,67043240001658"
34,1,3,F,5,L,t+1,1,"3,10060930001782"
34,1,3,I,2,K,t,1,"1,19299320003483"
34,1,3,C,2,F,t+1,1,"1,03360260004411"
34,1,3,C,5,H,t,1,"2,74337669997476"
34,1,3,F,2,H,t,1,"1,0666584999999"
34,1,3,I,5,O,t+1,1,"2,14401410002029"
34,1,3,F,5,L,t+1,1,"3,78649900003802"
34,1,3,F,3,J,t+1,1,"3,07555680000223"
34,1,3,F,4,J,t,1,"2,3860339000239"
34,1,3,I,3,L,t,1,"1,49878309998894"
34,1,3,C,4,H,t+1,1,"1,82289389998186"
34,1,3,C,3,F,t,1,"1,97451080003521"
34,1,3,I,2,K,t,1,"0,896140100026969"
34,1,3,C,5,H,t,1,"3,10052290000022"
34,1,3,C,2,F,t+1,1,"1,73645100003341"
34,1,3,I,4,N,t+1,1,"2,02685239998391"
34,1,3,C,4,G,t,1,"1,81079000001773"
34,1,3,I,5,N,t,1,"2,50700879999204"
34,1,3,I,3,M,t+1,1,"1,3506567000295"
34,1,3,F,3,I,t,1,"1,45683669997379"
34,1,3,F,2,I,t+1,1,"0,902916099992581"
34,1,3,F,5,K,t,1,"2,19455950002885"
34,1,3,I,4,M,t,1,"1,85151030000998"
34,1,3,C,3,G,t+1,1,"1,18454570003087"
34,1,3,F,4,K,t+1,1,"2,49700759997359"
34,1,3,C,2,E,t,1,"0,750079399964307"
34,1,3,C,5,I,t+1,1,"1,03198539995356"
34,1,3,I,2,L,t+1,1,"1,06338459998369"
34,1,3,C,3,F,t,0,"1,15650579996873"
34,1,3,F,2,H,t,1,"1,57412040000781"
34,1,3,C,4,H,t+1,1,"2,08797809999669"
34,1,3,C,5,H,t,1,"1,18016869999701"
34,1,3,F,5,L,t+1,1,"2,97342539997771"
34,1,3,I,4,N,t+1,1,"1,87902739999117"
34,1,3,C,2,F,t+1,1,"1,12516110000433"
34,1,3,F,3,J,t+1,1,"1,69590460002655"
34,1,3,F,4,J,t,1,"2,86007950000931"
34,1,3,I,2,K,t,1,"1,37098669999978"
34,1,3,I,3,L,t,1,"1,0595350000076"
34,1,3,I,5,O,t+1,1,"1,6338174000266"
34,1,3,C,5,I,t+1,1,"1,19990140001755"
34,1,3,C,2,E,t,1,"1,02412630000617"
34,1,3,C,3,G,t+1,1,"1,81535099999746"
34,1,3,I,4,M,t,1,"2,19926640001359"
34,1,3,I,3,M,t+1,1,"2,44032910000533"
34,1,3,C,4,G,t,1,"1,06267259997549"
34,1,3,F,2,I,t+1,1,"1,06030519999331"
34,1,3,F,3,I,t,1,"1,16280839999672"
34,1,3,I,2,L,t+1,1,"1,22022039996227"
34,1,3,F,4,K,t+1,1,"1,90708540001651"
34,1,3,F,5,K,t,1,"1,39132890000474"
34,1,3,I,5,N,t,1,"2,13602769997669"
35,2,0,D,4,H,t,0,"7,3923868999118"
35,2,0,D,3,H,t+1,1,"5,93117230001371"
35,2,0,D,5,I,t,1,"5,07939299999271"
35,2,0,J,2,L,t,1,"3,79034389997833"
35,2,0,G,4,L,t+1,1,"4,94345990009606"
35,2,0,J,5,O,t,1,"4,21877699997276"
